node3  | [crypto] Generated keypair for node3
node2  | 09:45:21 [node2] INFO [PBFT] Sent COMMIT  seq=8
node2  | 09:45:21 [node2] INFO [PBFT] Sent COMMIT  seq=8
node2  | 09:45:22 [node2] INFO [PBFT] Accepted PRE-PREPARE seq=9 from node5
node2  | 09:45:22 [node2] INFO [PBFT] PREPARE quorum reached seq=9 (3 votes)
node2  | 09:45:22 [node2] INFO [PBFT] PREPARE quorum reached seq=9 (4 votes)
node2  | 09:45:22 [node2] INFO [PBFT] PREPARE quorum reached seq=9 (5 votes)
node2  | 09:45:22 [node2] INFO [PBFT] Sent PREPARE  seq=9
node2  | 09:45:22 [node2] INFO [PBFT] PREPARE quorum reached seq=9 (6 votes)
node2  | 09:45:22 [node2] INFO [LEDGER] Committed tx: TX-0009-1780825522406  (total=9)
node2  | 09:45:22 [node2] INFO [PBFT] ✓ CONSENSUS REACHED  seq=9  tx=TX-0009-1780825522406
node2  | 09:45:22 [node2] INFO [PBFT] Sent COMMIT  seq=9
node2  | 09:45:22 [node2] INFO [PBFT] Sent COMMIT  seq=9
node2  | 09:45:22 [node2] INFO [PBFT] Sent COMMIT  seq=9
node2  | 09:45:22 [node2] INFO [PBFT] Sent COMMIT  seq=9
node2  | 09:45:23 [node2] INFO [PBFT] Accepted PRE-PREPARE seq=10 from node5
node2  | 09:45:23 [node2] INFO [PBFT] Sent PREPARE  seq=10
node2  | 09:45:23 [node2] INFO [PBFT] PREPARE quorum reached seq=10 (3 votes)
node2  | 09:45:23 [node2] INFO [PBFT] PREPARE quorum reached seq=10 (4 votes)
node2  | 09:45:23 [node2] INFO [PBFT] PREPARE quorum reached seq=10 (5 votes)
node2  | 09:45:23 [node2] INFO [PBFT] PREPARE quorum reached seq=10 (6 votes)
node2  | 09:45:23 [node2] INFO [LEDGER] Committed tx: TX-0010-1780825523409  (total=10)
node2  | 09:45:23 [node2] INFO [PBFT] ✓ CONSENSUS REACHED  seq=10  tx=TX-0010-1780825523409
node2  | 09:45:23 [node2] WARNING [PBFT] BAD SIGNATURE on PRE-PREPARE from node5  seq=10 — IGNORED
node2  | 09:45:23 [node2] INFO [PBFT] Sent COMMIT  seq=10
node2  | 09:45:23 [node2] INFO [PBFT] Sent COMMIT  seq=10
node2  | 09:45:23 [node2] INFO [PBFT] Sent COMMIT  seq=10
node2  | 09:45:23 [node2] INFO [PBFT] Sent COMMIT  seq=10
node2  | 09:45:24 [node2] INFO [PBFT] Accepted PRE-PREPARE seq=11 from node5
node2  | 09:45:24 [node2] INFO [PBFT] PREPARE quorum reached seq=11 (3 votes)
node2  | 09:45:24 [node2] INFO [PBFT] PREPARE quorum reached seq=11 (4 votes)
node2  | 09:45:24 [node2] INFO [PBFT] PREPARE quorum reached seq=11 (5 votes)
node2  | 09:45:24 [node2] INFO [PBFT] PREPARE quorum reached seq=11 (6 votes)
node2  | 09:45:24 [node2] INFO [PBFT] Sent PREPARE  seq=11
node2  | 09:45:24 [node2] INFO [LEDGER] Committed tx: TX-0011-1780825524412  (total=11)
node2  | 09:45:24 [node2] INFO [PBFT] ✓ CONSENSUS REACHED  seq=11  tx=TX-0011-1780825524412
node2  | 09:45:24 [node2] INFO [PBFT] Sent COMMIT  seq=11
node2  | 09:45:24 [node2] INFO [PBFT] Sent COMMIT  seq=11
node2  | 09:45:24 [node2] INFO [PBFT] Sent COMMIT  seq=11
node2  | 09:45:24 [node2] INFO [PBFT] Sent COMMIT  seq=11
node2  | 09:45:25 [node2] INFO [PBFT] Accepted PRE-PREPARE seq=12 from node5
node2  | 09:45:25 [node2] INFO [PBFT] PREPARE quorum reached seq=12 (3 votes)
node2  | 09:45:25 [node2] INFO [PBFT] PREPARE quorum reached seq=12 (4 votes)
node2  | 09:45:25 [node2] INFO [PBFT] Sent PREPARE  seq=12
node2  | 09:45:25 [node2] INFO [PBFT] PREPARE quorum reached seq=12 (5 votes)
node2  | 09:45:25 [node2] INFO [PBFT] Sent COMMIT  seq=12
node2  | 09:45:25 [node2] INFO [PBFT] PREPARE quorum reached seq=12 (6 votes)
node2  | 09:45:25 [node2] INFO [PBFT] Sent COMMIT  seq=12
node2  | 09:45:25 [node2] INFO [LEDGER] Committed tx: TX-0012-1780825525415  (total=12)
node2  | 09:45:25 [node2] INFO [PBFT] ✓ CONSENSUS REACHED  seq=12  tx=TX-0012-1780825525415
node2  | 09:45:25 [node2] INFO [PBFT] Sent COMMIT  seq=12
node2  | 09:45:25 [node2] INFO [PBFT] Sent COMMIT  seq=12
node2  | 09:45:26 [node2] INFO [CLIENT] Received transaction: TX-0013-1780825526418
node2  | 09:45:26 [node2] INFO [PBFT] Accepted PRE-PREPARE seq=13 from node5
node2  | 09:45:26 [node2] INFO [PBFT] PREPARE quorum reached seq=13 (3 votes)
node2  | 09:45:26 [node2] INFO [PBFT] PREPARE quorum reached seq=13 (4 votes)
node2  | 09:45:26 [node2] INFO [PBFT] Sent PREPARE  seq=13
node2  | 09:45:26 [node2] INFO [PBFT] PREPARE quorum reached seq=13 (5 votes)
node2  | 09:45:26 [node2] INFO [PBFT] PREPARE quorum reached seq=13 (6 votes)
node2  | 09:45:26 [node2] INFO [LEDGER] Committed tx: TX-0013-1780825526418  (total=13)
node2  | 09:45:26 [node2] INFO [PBFT] ✓ CONSENSUS REACHED  seq=13  tx=TX-0013-1780825526418
node2  | 09:45:26 [node2] INFO [PBFT] Sent COMMIT  seq=13
node2  | 09:45:26 [node2] INFO [PBFT] Sent COMMIT  seq=13
node2  | 09:45:26 [node2] INFO [PBFT] Sent COMMIT  seq=13
node2  | 09:45:26 [node2] INFO [PBFT] Sent COMMIT  seq=13
node2  | 09:45:27 [node2] INFO [PBFT] Accepted PRE-PREPARE seq=14 from node5
node2  | 09:45:27 [node2] INFO [PBFT] Sent PREPARE  seq=14
node2  | 09:45:27 [node2] INFO [PBFT] PREPARE quorum reached seq=14 (3 votes)
node2  | 09:45:27 [node2] INFO [PBFT] PREPARE quorum reached seq=14 (4 votes)
node2  | 09:45:27 [node2] INFO [PBFT] PREPARE quorum reached seq=14 (5 votes)
node2  | 09:45:27 [node2] INFO [PBFT] PREPARE quorum reached seq=14 (6 votes)
node2  | 09:45:27 [node2] INFO [LEDGER] Committed tx: TX-0014-1780825527420  (total=14)
node2  | 09:45:27 [node2] INFO [PBFT] ✓ CONSENSUS REACHED  seq=14  tx=TX-0014-1780825527420
node2  | 09:45:27 [node2] INFO [PBFT] Sent COMMIT  seq=14
node2  | 09:45:27 [node2] INFO [PBFT] Sent COMMIT  seq=14
node2  | 09:45:27 [node2] INFO [PBFT] Sent COMMIT  seq=14
node2  | 09:45:27 [node2] INFO [PBFT] Sent COMMIT  seq=14
node2  | 09:45:28 [node2] INFO [PBFT] Accepted PRE-PREPARE seq=15 from node5
node2  | 09:45:28 [node2] INFO [PBFT] PREPARE quorum reached seq=15 (3 votes)
node2  | 09:45:28 [node2] INFO [PBFT] Sent PREPARE  seq=15
node2  | 09:45:28 [node2] INFO [PBFT] Sent COMMIT  seq=15
node2  | 09:45:28 [node2] INFO [PBFT] PREPARE quorum reached seq=15 (4 votes)
node2  | 09:45:28 [node2] INFO [PBFT] Sent COMMIT  seq=15
node2  | 09:45:28 [node2] INFO [LEDGER] Committed tx: TX-0015-1780825528423  (total=15)
node2  | 09:45:28 [node2] INFO [PBFT] ✓ CONSENSUS REACHED  seq=15  tx=TX-0015-1780825528423
node2  | 09:45:29 [node2] INFO [PBFT] Accepted PRE-PREPARE seq=16 from node5
node2  | 09:45:29 [node2] INFO [PBFT] Sent PREPARE  seq=16
node2  | 09:45:29 [node2] INFO [PBFT] PREPARE quorum reached seq=16 (3 votes)
node2  | 09:45:29 [node2] INFO [PBFT] PREPARE quorum reached seq=16 (4 votes)
node2  | 09:45:29 [node2] INFO [LEDGER] Committed tx: TX-0016-1780825529426  (total=16)
node2  | 09:45:29 [node2] INFO [PBFT] ✓ CONSENSUS REACHED  seq=16  tx=TX-0016-1780825529426
node2  | 09:45:29 [node2] INFO [PBFT] Sent COMMIT  seq=16
node2  | 09:45:29 [node2] INFO [PBFT] Sent COMMIT  seq=16
node2  | 09:45:30 [node2] INFO [PBFT] Accepted PRE-PREPARE seq=17 from node5
node2  | 09:45:30 [node2] INFO [PBFT] PREPARE quorum reached seq=17 (3 votes)
node2  | 09:45:30 [node2] INFO [PBFT] PREPARE quorum reached seq=17 (4 votes)
node2  | 09:45:30 [node2] INFO [PBFT] PREPARE quorum reached seq=17 (5 votes)
node2  | 09:45:30 [node2] INFO [LEDGER] Committed tx: TX-0017-1780825530428  (total=17)
node2  | 09:45:30 [node2] INFO [PBFT] ✓ CONSENSUS REACHED  seq=17  tx=TX-0017-1780825530428
node2  | 09:45:30 [node2] INFO [PBFT] Sent PREPARE  seq=17
node2  | 09:45:30 [node2] INFO [PBFT] Sent COMMIT  seq=17
node2  | 09:45:30 [node2] INFO [PBFT] Sent COMMIT  seq=17
node2  | 09:45:30 [node2] INFO [PBFT] Sent COMMIT  seq=17
node2  | 09:45:31 [node2] INFO [PBFT] Accepted PRE-PREPARE seq=18 from node5
node2  | 09:45:31 [node2] INFO [PBFT] PREPARE quorum reached seq=18 (3 votes)
node2  | 09:45:31 [node2] INFO [PBFT] PREPARE quorum reached seq=18 (4 votes)
node2  | 09:45:31 [node2] INFO [PBFT] Sent PREPARE  seq=18
node2  | 09:45:31 [node2] INFO [PBFT] PREPARE quorum reached seq=18 (5 votes)
node2  | 09:45:31 [node2] INFO [PBFT] Sent COMMIT  seq=18
node2  | 09:45:31 [node2] INFO [PBFT] Sent COMMIT  seq=18
node2  | 09:45:31 [node2] INFO [PBFT] Sent COMMIT  seq=18
node2  | 09:45:31 [node2] INFO [LEDGER] Committed tx: TX-0018-1780825531430  (total=18)
node2  | 09:45:31 [node2] INFO [PBFT] ✓ CONSENSUS REACHED  seq=18  tx=TX-0018-1780825531430
node2  | 09:45:32 [node2] INFO [CLIENT] Received transaction: TX-0019-1780825532433
node2  | 09:45:32 [node2] INFO [PBFT] Accepted PRE-PREPARE seq=19 from node5
node2  | 09:45:32 [node2] INFO [PBFT] PREPARE quorum reached seq=19 (3 votes)
node2  | 09:45:32 [node2] INFO [PBFT] PREPARE quorum reached seq=19 (4 votes)
node2  | 09:45:32 [node2] INFO [PBFT] PREPARE quorum reached seq=19 (5 votes)
node2  | 09:45:32 [node2] INFO [PBFT] Sent PREPARE  seq=19
node2  | 09:45:32 [node2] INFO [PBFT] PREPARE quorum reached seq=19 (6 votes)
node2  | 09:45:32 [node2] INFO [LEDGER] Committed tx: TX-0019-1780825532433  (total=19)
node2  | 09:45:32 [node2] INFO [PBFT] ✓ CONSENSUS REACHED  seq=19  tx=TX-0019-1780825532433
node2  | 09:45:32 [node2] WARNING [PBFT] BAD SIGNATURE on PRE-PREPARE from node5  seq=19 — IGNORED
node2  | 09:45:32 [node2] INFO [PBFT] Sent COMMIT  seq=19
node2  | 09:45:32 [node2] INFO [PBFT] Sent COMMIT  seq=19
node2  | 09:45:32 [node2] INFO [PBFT] Sent COMMIT  seq=19
node2  | 09:45:32 [node2] INFO [PBFT] Sent COMMIT  seq=19
node2  | 09:45:33 [node2] INFO [PBFT] Accepted PRE-PREPARE seq=20 from node5
node2  | 09:45:33 [node2] INFO [PBFT] PREPARE quorum reached seq=20 (3 votes)
node2  | 09:45:33 [node2] INFO [PBFT] PREPARE quorum reached seq=20 (4 votes)
node2  | 09:45:33 [node2] INFO [PBFT] Sent PREPARE  seq=20
node2  | 09:45:33 [node2] INFO [PBFT] PREPARE quorum reached seq=20 (5 votes)
node2  | 09:45:33 [node2] INFO [PBFT] PREPARE quorum reached seq=20 (6 votes)
node2  | 09:45:33 [node2] INFO [LEDGER] Committed tx: TX-0020-1780825533436  (total=20)
node2  | 09:45:33 [node2] INFO [PBFT] ✓ CONSENSUS REACHED  seq=20  tx=TX-0020-1780825533436
node2  | 09:45:33 [node2] INFO [PBFT] Sent COMMIT  seq=20
node2  | 09:45:33 [node2] INFO [PBFT] Sent COMMIT  seq=20
node2  | 09:45:33 [node2] INFO [PBFT] Sent COMMIT  seq=20
node2  | 09:45:33 [node2] INFO [PBFT] Sent COMMIT  seq=20
node4  | 09:45:21 [node4] INFO [PBFT] Sent COMMIT  seq=8
node4  | 09:45:21 [node4] INFO [PBFT] PREPARE quorum reached seq=8 (4 votes)
node4  | 09:45:21 [node4] INFO [PBFT] PREPARE quorum reached seq=8 (5 votes)
node4  | 09:45:21 [node4] INFO [PBFT] PREPARE quorum reached seq=8 (6 votes)
node4  | 09:45:21 [node4] INFO [LEDGER] Committed tx: TX-0008-1780825521403  (total=8)
node4  | 09:45:21 [node4] INFO [PBFT] ✓ CONSENSUS REACHED  seq=8  tx=TX-0008-1780825521403
node4  | 09:45:21 [node4] INFO [PBFT] Sent COMMIT  seq=8
node4  | 09:45:21 [node4] INFO [PBFT] Sent COMMIT  seq=8
node4  | 09:45:21 [node4] INFO [PBFT] Sent COMMIT  seq=8
node4  | 09:45:22 [node4] INFO [PBFT] Accepted PRE-PREPARE seq=9 from node5
node4  | 09:45:22 [node4] INFO [PBFT] Sent PREPARE  seq=9
node4  | 09:45:22 [node4] INFO [PBFT] PREPARE quorum reached seq=9 (3 votes)
node4  | 09:45:22 [node4] INFO [PBFT] Sent COMMIT  seq=9
node4  | 09:45:22 [node4] INFO [LEDGER] Committed tx: TX-0009-1780825522406  (total=9)
node4  | 09:45:22 [node4] INFO [PBFT] ✓ CONSENSUS REACHED  seq=9  tx=TX-0009-1780825522406
node4  | 09:45:23 [node4] INFO [PBFT] Accepted PRE-PREPARE seq=10 from node5
node4  | 09:45:23 [node4] INFO [PBFT] PREPARE quorum reached seq=10 (3 votes)
node4  | 09:45:23 [node4] INFO [PBFT] PREPARE quorum reached seq=10 (4 votes)
node4  | 09:45:23 [node4] INFO [PBFT] Sent PREPARE  seq=10
node4  | 09:45:23 [node4] INFO [PBFT] Sent COMMIT  seq=10
node4  | 09:45:23 [node4] INFO [PBFT] Sent COMMIT  seq=10
node4  | 09:45:23 [node4] INFO [PBFT] PREPARE quorum reached seq=10 (5 votes)
node4  | 09:45:23 [node4] INFO [PBFT] PREPARE quorum reached seq=10 (6 votes)
node4  | 09:45:23 [node4] INFO [LEDGER] Committed tx: TX-0010-1780825523409  (total=10)
node4  | 09:45:23 [node4] INFO [PBFT] ✓ CONSENSUS REACHED  seq=10  tx=TX-0010-1780825523409
node4  | 09:45:23 [node4] INFO [PBFT] Sent COMMIT  seq=10
node4  | 09:45:23 [node4] INFO [PBFT] Sent COMMIT  seq=10
node4  | 09:45:24 [node4] INFO [CLIENT] Received transaction: TX-0011-1780825524412
node4  | 09:45:24 [node4] INFO [PBFT] Accepted PRE-PREPARE seq=11 from node5
node4  | 09:45:24 [node4] INFO [PBFT] Sent PREPARE  seq=11
node4  | 09:45:24 [node4] INFO [PBFT] PREPARE quorum reached seq=11 (3 votes)
node4  | 09:45:24 [node4] INFO [PBFT] PREPARE quorum reached seq=11 (4 votes)
node4  | 09:45:24 [node4] INFO [PBFT] PREPARE quorum reached seq=11 (5 votes)
node4  | 09:45:24 [node4] INFO [LEDGER] Committed tx: TX-0011-1780825524412  (total=11)
node4  | 09:45:24 [node4] INFO [PBFT] ✓ CONSENSUS REACHED  seq=11  tx=TX-0011-1780825524412
node4  | 09:45:24 [node4] INFO [PBFT] Sent COMMIT  seq=11
node4  | 09:45:24 [node4] INFO [PBFT] Sent COMMIT  seq=11
node4  | 09:45:24 [node4] INFO [PBFT] Sent COMMIT  seq=11
node4  | 09:45:25 [node4] INFO [PBFT] Accepted PRE-PREPARE seq=12 from node5
node4  | 09:45:25 [node4] INFO [PBFT] Sent PREPARE  seq=12
node4  | 09:45:25 [node4] INFO [PBFT] PREPARE quorum reached seq=12 (3 votes)
node4  | 09:45:25 [node4] INFO [PBFT] PREPARE quorum reached seq=12 (4 votes)
node4  | 09:45:25 [node4] INFO [PBFT] PREPARE quorum reached seq=12 (5 votes)
node4  | 09:45:25 [node4] INFO [PBFT] PREPARE quorum reached seq=12 (6 votes)
node4  | 09:45:25 [node4] INFO [LEDGER] Committed tx: TX-0012-1780825525415  (total=12)
node4  | 09:45:25 [node4] INFO [PBFT] ✓ CONSENSUS REACHED  seq=12  tx=TX-0012-1780825525415
node4  | 09:45:25 [node4] INFO [PBFT] Sent COMMIT  seq=12
node4  | 09:45:25 [node4] INFO [PBFT] Sent COMMIT  seq=12
node4  | 09:45:25 [node4] INFO [PBFT] Sent COMMIT  seq=12
node4  | 09:45:25 [node4] INFO [PBFT] Sent COMMIT  seq=12
node4  | 09:45:26 [node4] INFO [PBFT] Accepted PRE-PREPARE seq=13 from node5
node4  | 09:45:26 [node4] INFO [PBFT] Sent PREPARE  seq=13
node4  | 09:45:26 [node4] INFO [PBFT] PREPARE quorum reached seq=13 (3 votes)
node4  | 09:45:26 [node4] INFO [PBFT] PREPARE quorum reached seq=13 (4 votes)
node4  | 09:45:26 [node4] INFO [PBFT] PREPARE quorum reached seq=13 (5 votes)
node4  | 09:45:26 [node4] INFO [PBFT] PREPARE quorum reached seq=13 (6 votes)
node4  | 09:45:26 [node4] INFO [LEDGER] Committed tx: TX-0013-1780825526418  (total=13)
node4  | 09:45:26 [node4] INFO [PBFT] ✓ CONSENSUS REACHED  seq=13  tx=TX-0013-1780825526418
node4  | 09:45:26 [node4] INFO [PBFT] Sent COMMIT  seq=13
node4  | 09:45:26 [node4] INFO [PBFT] Sent COMMIT  seq=13
node4  | 09:45:26 [node4] INFO [PBFT] Sent COMMIT  seq=13
node4  | 09:45:26 [node4] INFO [PBFT] Sent COMMIT  seq=13
node4  | 09:45:27 [node4] INFO [PBFT] Accepted PRE-PREPARE seq=14 from node5
node4  | 09:45:27 [node4] INFO [PBFT] Sent PREPARE  seq=14
node4  | 09:45:27 [node4] INFO [PBFT] PREPARE quorum reached seq=14 (3 votes)
node4  | 09:45:27 [node4] INFO [PBFT] PREPARE quorum reached seq=14 (4 votes)
node4  | 09:45:27 [node4] INFO [PBFT] PREPARE quorum reached seq=14 (5 votes)
node4  | 09:45:27 [node4] INFO [PBFT] Sent COMMIT  seq=14
node4  | 09:45:27 [node4] INFO [PBFT] Sent COMMIT  seq=14
node4  | 09:45:27 [node4] INFO [PBFT] PREPARE quorum reached seq=14 (6 votes)
node4  | 09:45:27 [node4] INFO [PBFT] Sent COMMIT  seq=14
node4  | 09:45:27 [node4] INFO [LEDGER] Committed tx: TX-0014-1780825527420  (total=14)
node4  | 09:45:27 [node4] INFO [PBFT] ✓ CONSENSUS REACHED  seq=14  tx=TX-0014-1780825527420
node4  | 09:45:27 [node4] INFO [PBFT] Sent COMMIT  seq=14
node4  | 09:45:28 [node4] INFO [PBFT] Accepted PRE-PREPARE seq=15 from node5
node4  | 09:45:28 [node4] INFO [PBFT] PREPARE quorum reached seq=15 (3 votes)
node4  | 09:45:28 [node4] INFO [PBFT] PREPARE quorum reached seq=15 (4 votes)
node4  | 09:45:28 [node4] INFO [PBFT] Sent PREPARE  seq=15
node4  | 09:45:28 [node4] INFO [PBFT] PREPARE quorum reached seq=15 (5 votes)
node4  | 09:45:28 [node4] INFO [LEDGER] Committed tx: TX-0015-1780825528423  (total=15)
node4  | 09:45:28 [node4] INFO [PBFT] ✓ CONSENSUS REACHED  seq=15  tx=TX-0015-1780825528423
node4  | 09:45:28 [node4] INFO [PBFT] Sent COMMIT  seq=15
node4  | 09:45:28 [node4] INFO [PBFT] Sent COMMIT  seq=15
node4  | 09:45:28 [node4] INFO [PBFT] Sent COMMIT  seq=15
node4  | 09:45:29 [node4] INFO [CLIENT] Received transaction: TX-0016-1780825529426
node4  | 09:45:29 [node4] INFO [PBFT] Accepted PRE-PREPARE seq=16 from node5
node4  | 09:45:29 [node4] INFO [PBFT] PREPARE quorum reached seq=16 (3 votes)
node4  | 09:45:29 [node4] INFO [PBFT] Sent PREPARE  seq=16
node4  | 09:45:29 [node4] INFO [PBFT] Sent COMMIT  seq=16
node4  | 09:45:29 [node4] INFO [PBFT] PREPARE quorum reached seq=16 (4 votes)
node4  | 09:45:29 [node4] INFO [LEDGER] Committed tx: TX-0016-1780825529426  (total=16)
node4  | 09:45:29 [node4] INFO [PBFT] ✓ CONSENSUS REACHED  seq=16  tx=TX-0016-1780825529426
node4  | 09:45:29 [node4] INFO [PBFT] Sent COMMIT  seq=16
node4  | 09:45:29 [node4] WARNING [PBFT] BAD SIGNATURE on PRE-PREPARE from node5  seq=16 — IGNORED
node4  | 09:45:30 [node4] INFO [PBFT] Accepted PRE-PREPARE seq=17 from node5
node4  | 09:45:30 [node4] INFO [PBFT] Sent PREPARE  seq=17
node4  | 09:45:30 [node4] INFO [PBFT] PREPARE quorum reached seq=17 (3 votes)
node4  | 09:45:30 [node4] INFO [PBFT] Sent COMMIT  seq=17
node4  | 09:45:30 [node4] INFO [LEDGER] Committed tx: TX-0017-1780825530428  (total=17)
node4  | 09:45:30 [node4] INFO [PBFT] ✓ CONSENSUS REACHED  seq=17  tx=TX-0017-1780825530428
node4  | 09:45:31 [node4] INFO [PBFT] Accepted PRE-PREPARE seq=18 from node5
node4  | 09:45:31 [node4] INFO [PBFT] Sent PREPARE  seq=18
node4  | 09:45:31 [node4] INFO [PBFT] PREPARE quorum reached seq=18 (3 votes)
node4  | 09:45:31 [node4] INFO [PBFT] PREPARE quorum reached seq=18 (4 votes)
node4  | 09:45:31 [node4] INFO [LEDGER] Committed tx: TX-0018-1780825531430  (total=18)
node4  | 09:45:31 [node4] INFO [PBFT] ✓ CONSENSUS REACHED  seq=18  tx=TX-0018-1780825531430
node4  | 09:45:31 [node4] INFO [PBFT] Sent COMMIT  seq=18
node4  | 09:45:31 [node4] INFO [PBFT] Sent COMMIT  seq=18
node4  | 09:45:31 [node4] WARNING [PBFT] BAD SIGNATURE on PRE-PREPARE from node5  seq=18 — IGNORED
node4  | 09:45:32 [node4] INFO [PBFT] Accepted PRE-PREPARE seq=19 from node5
node4  | 09:45:32 [node4] INFO [PBFT] PREPARE quorum reached seq=19 (3 votes)
node4  | 09:45:32 [node4] INFO [PBFT] Sent PREPARE  seq=19
node4  | 09:45:32 [node4] INFO [PBFT] Sent COMMIT  seq=19
node4  | 09:45:32 [node4] INFO [PBFT] PREPARE quorum reached seq=19 (4 votes)
node4  | 09:45:32 [node4] INFO [PBFT] Sent COMMIT  seq=19
node4  | 09:45:32 [node4] INFO [LEDGER] Committed tx: TX-0019-1780825532433  (total=19)
node4  | 09:45:32 [node4] INFO [PBFT] ✓ CONSENSUS REACHED  seq=19  tx=TX-0019-1780825532433
node4  | 09:45:33 [node4] INFO [CLIENT] Received transaction: TX-0020-1780825533436
node4  | 09:45:33 [node4] INFO [PBFT] Accepted PRE-PREPARE seq=20 from node5
node4  | 09:45:33 [node4] INFO [PBFT] PREPARE quorum reached seq=20 (3 votes)
node4  | 09:45:33 [node4] INFO [PBFT] PREPARE quorum reached seq=20 (4 votes)
node4  | 09:45:33 [node4] INFO [PBFT] PREPARE quorum reached seq=20 (5 votes)
node4  | 09:45:33 [node4] INFO [PBFT] Sent PREPARE  seq=20
node4  | 09:45:33 [node4] INFO [LEDGER] Committed tx: TX-0020-1780825533436  (total=20)
node4  | 09:45:33 [node4] INFO [PBFT] ✓ CONSENSUS REACHED  seq=20  tx=TX-0020-1780825533436
node4  | 09:45:33 [node4] INFO [PBFT] Sent COMMIT  seq=20
node4  | 09:45:33 [node4] INFO [PBFT] Sent COMMIT  seq=20
node4  | 09:45:33 [node4] INFO [PBFT] Sent COMMIT  seq=20
node1  | 09:45:20 [node1] INFO [PBFT] PREPARE quorum reached seq=7 (3 votes)
node1  | 09:45:20 [node1] INFO [PBFT] PREPARE quorum reached seq=7 (4 votes)
node1  | 09:45:20 [node1] INFO [PBFT] PREPARE quorum reached seq=7 (5 votes)
node1  | 09:45:20 [node1] INFO [PBFT] Sent PREPARE  seq=7
node1  | 09:45:20 [node1] INFO [PBFT] PREPARE quorum reached seq=7 (6 votes)
node1  | 09:45:20 [node1] INFO [PBFT] Sent COMMIT  seq=7
node1  | 09:45:20 [node1] INFO [LEDGER] Committed tx: TX-0007-1780825520400  (total=7)
node1  | 09:45:20 [node1] INFO [PBFT] ✓ CONSENSUS REACHED  seq=7  tx=TX-0007-1780825520400
node1  | 09:45:20 [node1] INFO [PBFT] Sent COMMIT  seq=7
node1  | 09:45:20 [node1] INFO [PBFT] Sent COMMIT  seq=7
node1  | 09:45:20 [node1] INFO [PBFT] Sent COMMIT  seq=7
node1  | 09:45:21 [node1] INFO [PBFT] Accepted PRE-PREPARE seq=8 from node5
node1  | 09:45:21 [node1] INFO [PBFT] PREPARE quorum reached seq=8 (3 votes)
node1  | 09:45:21 [node1] INFO [PBFT] PREPARE quorum reached seq=8 (4 votes)
node1  | 09:45:21 [node1] INFO [PBFT] PREPARE quorum reached seq=8 (5 votes)
node1  | 09:45:21 [node1] INFO [PBFT] PREPARE quorum reached seq=8 (6 votes)
node5  | 09:45:27 [node5] INFO [PBFT] Sent PREPARE  seq=14
node5  | 09:45:27 [node5] INFO [PBFT] Sent COMMIT  seq=14
node5  | 09:45:27 [node5] INFO [PBFT] PREPARE quorum reached seq=14 (4 votes)
node5  | 09:45:27 [node5] INFO [PBFT] Sent COMMIT  seq=14
node5  | 09:45:27 [node5] INFO [LEDGER] Committed tx: TX-0014-1780825527420  (total=14)
node5  | 09:45:27 [node5] INFO [PBFT] ✓ CONSENSUS REACHED  seq=14  tx=TX-0014-1780825527420
node5  | 09:45:28 [node5] INFO [CLIENT] Received transaction: TX-0015-1780825528423
node5  | 09:45:28 [node5] INFO [PBFT] PRE-PREPARE  seq=15  tx=TX-0015-1780825528423
node5  | 09:45:28 [node5] INFO [PBFT] Sent PREPARE  seq=15
node5  | 09:45:28 [node5] INFO [PBFT] PREPARE quorum reached seq=15 (3 votes)
node5  | 09:45:28 [node5] INFO [PBFT] Sent COMMIT  seq=15
node5  | 09:45:28 [node5] INFO [LEDGER] Committed tx: TX-0015-1780825528423  (total=15)
node1  | 09:45:21 [node1] INFO [PBFT] Sent PREPARE  seq=8
node1  | 09:45:21 [node1] INFO [LEDGER] Committed tx: TX-0008-1780825521403  (total=8)
node1  | 09:45:21 [node1] INFO [PBFT] ✓ CONSENSUS REACHED  seq=8  tx=TX-0008-1780825521403
node1  | 09:45:21 [node1] INFO [PBFT] Sent COMMIT  seq=8
node1  | 09:45:21 [node1] INFO [PBFT] Sent COMMIT  seq=8
node1  | 09:45:21 [node1] INFO [PBFT] Sent COMMIT  seq=8
node5  | 09:45:28 [node5] INFO [PBFT] ✓ CONSENSUS REACHED  seq=15  tx=TX-0015-1780825528423
node1  | 09:45:21 [node1] INFO [PBFT] Sent COMMIT  seq=8
node1  | 09:45:22 [node1] INFO [PBFT] Accepted PRE-PREPARE seq=9 from node5
node1  | 09:45:22 [node1] INFO [PBFT] PREPARE quorum reached seq=9 (3 votes)
node1  | 09:45:22 [node1] INFO [PBFT] PREPARE quorum reached seq=9 (4 votes)
node1  | 09:45:22 [node1] INFO [PBFT] PREPARE quorum reached seq=9 (5 votes)
node1  | 09:45:22 [node1] INFO [LEDGER] Committed tx: TX-0009-1780825522406  (total=9)
node1  | 09:45:22 [node1] INFO [PBFT] ✓ CONSENSUS REACHED  seq=9  tx=TX-0009-1780825522406
node1  | 09:45:22 [node1] INFO [PBFT] Sent PREPARE  seq=9
node1  | 09:45:22 [node1] INFO [PBFT] Sent COMMIT  seq=9
node1  | 09:45:22 [node1] INFO [PBFT] Sent COMMIT  seq=9
node1  | 09:45:22 [node1] INFO [PBFT] Sent COMMIT  seq=9
node1  | 09:45:23 [node1] INFO [CLIENT] Received transaction: TX-0010-1780825523409
